"AnimalID","feedlot","cohort","set13","brd50","inductionweight","mix_final","BVDV_PI_origin_FINAL","age_ind_est_m","PV_pre2_final","BVDV1","BVDV_binary","mix_final_v1","BVDV_PI_origin_FINAL_v1","age","weight"
"982 000118893372","4","CR06","CR06NK020271",0,471,"yes no 10+","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.471
"982 000118893524","4","CR06","CR06NK020271",1,466,"yes no 10+","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.466
"982 000118893784","4","CR06","CR06NK020271",0,455,"yes no 10+","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.455
"982 000119016853","14","YB07","YB07SA551689",0,498,"yes yes no","TI but no PI in cohort",24,"0","3",1,"yes yes","TI but no PI in cohort",0.24,0.498
"982 000119017239","14","YB07","YB07SA551689",0,534,"yes yes no","TI but no PI in cohort",24,"0","5",1,"yes yes","TI but no PI in cohort",0.24,0.534
"982 000119047468","10","PC01","PC01NE402957",0,396,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.396
"982 000119108764","4","CR07","CR07NA520905",1,430,"yes no 10+","PI animal in cohort",14,"0","0",0,"yes no","PI animal in cohort",0.14,0.43
"982 000119115353","4","CR12","CR12NK251301",1,451,"yes no 10+","TI but no PI in cohort",19,"0","5",1,"yes no","TI but no PI in cohort",0.19,0.451
"982 000119244538","7","JL02","JL02NB230010",0,472,"yes no 10+","PI animal in cohort",25,"1","1",1,"yes no","PI animal in cohort",0.25,0.472
"982 000119258720","8","KW05","KW05QGWM0118",0,372,"yes no no","TI but no PI in cohort",15,"0","4",1,"yes no","TI but no PI in cohort",0.15,0.372
"982 000119259345","8","KW05","KW05QGWM0118",0,356,"yes no no","TI but no PI in cohort",15,"0","0",0,"yes no","TI but no PI in cohort",0.15,0.356
"982 000119311002","7","JL05","JL05NF271872",1,350,"no no 4-9","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.35
"982 000119314464","10","PC01","PC01NE402957",0,383,"no no 4-9","PI animal in cohort",15,"0","1",1,"no no","PI animal in cohort",0.15,0.383
"982 000119314572","10","PC01","PC01NE402957",1,409,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.409
"982 000119314656","10","PC01","PC01NE402957",1,402,"no no 4-9","PI animal in cohort",15,"0","3",1,"no no","PI animal in cohort",0.15,0.402
"982 000119314696","10","PC01","PC01NE402957",0,414,"no no 4-9","PI animal in cohort",15,"0","3",1,"no no","PI animal in cohort",0.15,0.414
"982 000119314904","10","PC01","PC01NE402957",1,418,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.418
"982 000119315034","10","PC01","PC01NE402957",1,416,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.416
"982 000119315074","10","PC01","PC01NE402957",0,412,"no no 4-9","PI animal in cohort",15,"0","1",1,"no no","PI animal in cohort",0.15,0.412
"982 000119315233","10","PC01","PC01NE402957",1,444,"no no 4-9","PI animal in cohort",15,"0","3",1,"no no","PI animal in cohort",0.15,0.444
"982 000119351663","7","JL05","JL05NG321405",1,416,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.416
"982 000119352076","7","JL05","JL05NG321405",0,398,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.398
"982 000119352261","7","JL05","JL05NG321405",0,414,"no no 4-9","TI but no PI in cohort",20,"0","1",1,"no no","TI but no PI in cohort",0.2,0.414
"982 000119390052","4","CR09","CR09NF502677",0,434,"yes no 4-9","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.434
"982 000119442139","8","KW03","KW03NI251295",0,494,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.494
"982 000119442717","8","KW03","KW03NI251295",1,478,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.478
"982 000119471685","10","PC12","PC123DTNT072",1,434,"yes no 4-9","no BVDV in cohort",19,"0","0",0,"yes no","no BVDV in cohort",0.19,0.434
"982 000119472287","7","JL05","JL05NG321405",0,416,"no no 4-9","TI but no PI in cohort",20,"0","1",1,"no no","TI but no PI in cohort",0.2,0.416
"982 000119472366","7","JL05","JL05NG321405",1,428,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.428
"982 000119472522","7","JL05","JL05NG321405",0,418,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.418
"982 000119472554","7","JL05","JL05NG321405",1,436,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.436
"982 000119472556","7","JL05","JL05NG321405",0,446,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.446
"982 000119472623","7","JL05","JL05NG321405",1,470,"no no 4-9","TI but no PI in cohort",20,"0","1",1,"no no","TI but no PI in cohort",0.2,0.47
"982 000119472647","7","JL05","JL05NG321405",1,440,"no no 4-9","TI but no PI in cohort",20,"0","1",1,"no no","TI but no PI in cohort",0.2,0.44
"982 000119472656","7","JL05","JL05NG321405",1,470,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.47
"982 000119472725","7","JL05","JL05NG321405",0,454,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.454
"982 000119472803","7","JL05","JL05NG321405",1,444,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.444
"982 000119500157","9","MG01","MG01QBBL0325",0,479,"yes no 4-9","no BVDV in cohort",20,"0","2",1,"yes no","no BVDV in cohort",0.2,0.479
"982 000119524962","10","PC05","PC05NA290310",1,482,"no no 10+","PI animal in cohort",16,"0","0",0,"no no","PI animal in cohort",0.16,0.482
"982 000119532621","10","PC05","PC05NA290310",1,486,"no no 10+","PI animal in cohort",16,"0","0",0,"no no","PI animal in cohort",0.16,0.486
"982 000119532990","10","PC05","PC05NA290310",1,469,"no no 10+","PI animal in cohort",16,"0","0",0,"no no","PI animal in cohort",0.16,0.469
"982 000119556587","10","PC07","PC073WARC033",1,453,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.453
"982 000119556835","10","PC07","PC073WARC033",1,472,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.472
"982 000119653638","4","CR05","CR05NK251301",1,472,"yes no 10+","PI animal in cohort",17,"1","4",1,"yes no","PI animal in cohort",0.17,0.472
"982 000119664046","4","CR09","CR09NK520997",1,445,"yes no 4-9","TI but no PI in cohort",17,"0","0",0,"yes no","TI but no PI in cohort",0.17,0.445
"982 000119695108","9","MG05","MG05QKBL0030",0,487,"yes no 4-9","TI but no PI in cohort",19,"0","1",1,"yes no","TI but no PI in cohort",0.19,0.487
"982 000119696241","14","YB07","YB07SA551689",0,504,"yes yes no","TI but no PI in cohort",24,"0","4",1,"yes yes","TI but no PI in cohort",0.24,0.504
"982 000119848896","8","KW16","KW16QAJD2314",0,462,"yes yes no","no BVDV in cohort",23,"1","0",0,"yes yes","no BVDV in cohort",0.23,0.462
"982 000119901109","4","CR12","CR12NJ024799",0,475,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.475
"982 000119941341","4","CR12","CR12NK251301",1,464,"yes no 10+","TI but no PI in cohort",19,"0","5",1,"yes no","TI but no PI in cohort",0.19,0.464
"982 000119941460","4","CR12","CR12NK251301",1,436,"yes no 10+","TI but no PI in cohort",19,"0","0",0,"yes no","TI but no PI in cohort",0.19,0.436
"982 000119948087","7","JL04","JL04NB045624",0,414,"no no 2-3","no BVDV in cohort",17,"0","4",1,"no no","no BVDV in cohort",0.17,0.414
"982 000119948316","7","JL04","JL04NB045624",0,404,"no no 2-3","no BVDV in cohort",17,"0","1",1,"no no","no BVDV in cohort",0.17,0.404
"982 000119948488","7","JL04","JL04NB045624",0,482,"no no 2-3","no BVDV in cohort",17,"0","5",1,"no no","no BVDV in cohort",0.17,0.482
"982 000120001621","14","YB02","YB023SBLH045",1,436,"yes no 4-9","PI animal in cohort",24,"0","0",0,"yes no","PI animal in cohort",0.24,0.436
"982 000120001926","14","YB02","YB023SBLH045",1,500,"yes no 4-9","PI animal in cohort",24,"0","0",0,"yes no","PI animal in cohort",0.24,0.5
"982 000120009854","4","CR07","CR07NA520905",1,434,"yes no 10+","PI animal in cohort",14,"0","0",0,"yes no","PI animal in cohort",0.14,0.434
"982 000120010986","4","CR12","CR12NJ024799",1,487,"yes no 10+","TI but no PI in cohort",19,"1","3",1,"yes no","TI but no PI in cohort",0.19,0.487
"982 000120011059","4","CR12","CR12NJ024799",1,462,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.462
"982 000120093149","7","JL09","JL09NC632257",0,440,"yes no 2-3","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.44
"982 000120100867","4","CR09","CR09NK520997",0,455,"yes no 4-9","TI but no PI in cohort",17,"0","5",1,"yes no","TI but no PI in cohort",0.17,0.455
"982 000120116318","7","JL06","JL06NH460052",0,358,"yes no 2-3","PI animal in cohort",21,"0","4",1,"yes no","PI animal in cohort",0.21,0.358
"982 000120128473","14","YB05","YB053GLES010",0,462,"yes no 2-3","PI animal in cohort",17,"0","5",1,"yes no","PI animal in cohort",0.17,0.462
"982 000120138122","9","MG09","MG09QBBL0210",0,416,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.416
"982 000120138133","9","MG09","MG09QBBL0210",0,412,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.412
"982 000120138180","9","MG09","MG09QBBL0210",0,407,"yes no 2-3","no BVDV in cohort",22,"0","3",1,"yes no","no BVDV in cohort",0.22,0.407
"982 000120138244","9","MG09","MG09QBBL0210",0,421,"yes no 2-3","no BVDV in cohort",22,"0","1",1,"yes no","no BVDV in cohort",0.22,0.421
"982 000120138296","9","MG09","MG09QBBL0210",0,402,"yes no 2-3","no BVDV in cohort",22,"0","0",0,"yes no","no BVDV in cohort",0.22,0.402
"982 000120138483","9","MG09","MG09QBBL0210",0,402,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.402
"982 000120138557","9","MG09","MG09QBBL0210",0,416,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.416
"982 000120138584","9","MG09","MG09QBBL0210",0,391,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.391
"982 000120138592","9","MG09","MG09QBBL0210",0,426,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.426
"982 000120138729","9","MG09","MG09QBBL0210",0,391,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.391
"982 000120138784","9","MG09","MG09QBBL0210",0,396,"yes no 2-3","no BVDV in cohort",22,"0","3",1,"yes no","no BVDV in cohort",0.22,0.396
"982 000120138786","9","MG09","MG09QBBL0210",0,409,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.409
"982 000120138835","9","MG09","MG09QBBL0210",0,393,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.393
"982 000120145413","14","YB05","YB053GLES010",0,456,"yes no 2-3","PI animal in cohort",17,"0","5",1,"yes no","PI animal in cohort",0.17,0.456
"982 000120162974","4","CR07","CR07ND430235",1,435,"no no 10+","PI animal in cohort",24,"0","2",1,"no no","PI animal in cohort",0.24,0.435
"982 000120163169","4","CR05","CR05NE161292",1,430,"no no 10+","PI animal in cohort",19,"0","2",1,"no no","PI animal in cohort",0.19,0.43
"982 000120169347","4","CR05","CR05NE161292",1,463,"no no 10+","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.463
"982 000120194497","4","CR11","CR11NE431707",0,436,"yes no 4-9","PI animal in cohort",16,"1","4",1,"yes no","PI animal in cohort",0.16,0.436
"982 000120195965","4","CR07","CR07ND430235",1,389,"no no 10+","PI animal in cohort",24,"0","3",1,"no no","PI animal in cohort",0.24,0.389
"982 000120196124","4","CR05","CR05NE161292",1,420,"no no 10+","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.42
"982 000120196188","4","CR07","CR07ND430235",0,402,"no no 10+","PI animal in cohort",24,"0","4",1,"no no","PI animal in cohort",0.24,0.402
"982 000120221992","4","CR11","CR11NC023566",1,499,"yes no 4-9","PI animal in cohort",18,"1","5",1,"yes no","PI animal in cohort",0.18,0.499
"982 000120232686","4","CR11","CR11NC023566",1,499,"yes no 4-9","PI animal in cohort",18,"1","3",1,"yes no","PI animal in cohort",0.18,0.499
"982 000120247455","4","CR11","CR11NC023566",1,469,"yes no 4-9","PI animal in cohort",18,"1","1",1,"yes no","PI animal in cohort",0.18,0.469
"982 000120321597","4","CR11","CR11NC023566",1,443,"yes no 4-9","PI animal in cohort",18,"1","4",1,"yes no","PI animal in cohort",0.18,0.443
"982 000120341680","10","PC05","PC05NE620276",0,472,"yes no 10+","PI animal in cohort",13,"0","3",1,"yes no","PI animal in cohort",0.13,0.472
"982 000120349915","9","MG11","MG11QCBL0554",0,504,"yes no 2-3","TI but no PI in cohort",21,"0","4",1,"yes no","TI but no PI in cohort",0.21,0.504
"982 000120379142","2","BC11","BC11QGST0112",0,444,"yes no 4-9","PI animal in cohort",11,"1","4",1,"yes no","PI animal in cohort",0.11,0.444
"982 000120381723","8","KW05","KW05QGWM0118",0,338,"yes no no","TI but no PI in cohort",15,"0","5",1,"yes no","TI but no PI in cohort",0.15,0.338
"982 000120393610","14","YB02","YB023SBLH045",0,468,"yes no 4-9","PI animal in cohort",24,"0","0",0,"yes no","PI animal in cohort",0.24,0.468
"982 000120393947","14","YB02","YB023SBLH045",1,528,"yes no 4-9","PI animal in cohort",24,"0","0",0,"yes no","PI animal in cohort",0.24,0.528
"982 000120394265","14","YB02","YB023SBLH045",1,464,"yes no 4-9","PI animal in cohort",24,"0","0",0,"yes no","PI animal in cohort",0.24,0.464
"982 000120456591","2","BC11","BC11QGST0112",1,446,"yes no 4-9","PI animal in cohort",11,"1","3",1,"yes no","PI animal in cohort",0.11,0.446
"982 000120481425","4","CR07","CR07NJ160205",0,386,"no no 10+","PI animal in cohort",23,"0","3",1,"no no","PI animal in cohort",0.23,0.386
"982 000120481444","4","CR07","CR07NJ160205",0,404,"no no 10+","PI animal in cohort",23,"0","5",1,"no no","PI animal in cohort",0.23,0.404
"982 000120481693","4","CR07","CR07NJ160205",1,406,"no no 10+","PI animal in cohort",23,"0","3",1,"no no","PI animal in cohort",0.23,0.406
"982 000120530782","4","CR10","CR10NG380974",1,450,"yes no 10+","PI animal in group_28",19,"0","5",1,"yes no","PI animal before cohort",0.19,0.45
"982 000120835223","8","KW12","KW12QJJD0200",0,434,"yes no 2-3","no BVDV in cohort",13,"1","4",1,"yes no","no BVDV in cohort",0.13,0.434
"982 000120928363","2","BC11","BC11QGST0112",1,460,"yes no 4-9","PI animal in cohort",11,"1","4",1,"yes no","PI animal in cohort",0.11,0.46
"982 000120995357","2","BC17","BC17QKWR0198",0,464,"yes no 10+","PI animal in cohort",27,"0","2",1,"yes no","PI animal in cohort",0.27,0.464
"982 000121011309","10","PC05","PC05NA290310",1,465,"no no 10+","PI animal in cohort",16,"0","0",0,"no no","PI animal in cohort",0.16,0.465
"982 000121021717","10","PC05","PC05NA290310",1,480,"no no 10+","PI animal in cohort",16,"0","0",0,"no no","PI animal in cohort",0.16,0.48
"982 000121150918","4","CR13","CR13ND020367",1,439,"yes no 10+","PI animal in cohort",21,"0","4",1,"yes no","PI animal in cohort",0.21,0.439
"982 000121151100","4","CR13","CR13ND020367",0,480,"yes no 10+","PI animal in cohort",21,"0","5",1,"yes no","PI animal in cohort",0.21,0.48
"982 000121268225","14","YB06","YB063MHDF012",1,442,"yes no 4-9","PI animal in group_28",20,"1","3",1,"yes no","PI animal before cohort",0.2,0.442
"982 000121386955","1","AS04","AS043DTGW036",0,420,"yes no no","TI but no PI in cohort",14,"0","0",0,"yes no","TI but no PI in cohort",0.14,0.42
"982 000121399626","4","CR12","CR12NJ024799",1,469,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.469
"982 000121404651","4","CR12","CR12NJ024799",1,477,"yes no 10+","TI but no PI in cohort",19,"1","3",1,"yes no","TI but no PI in cohort",0.19,0.477
"982 000121404665","4","CR12","CR12NJ024799",1,499,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.499
"982 000121404785","4","CR12","CR12NJ024799",0,491,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.491
"982 000121405048","4","CR12","CR12NJ024799",1,478,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.478
"982 000121405064","4","CR12","CR12NJ024799",1,455,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.455
"982 000121405116","4","CR12","CR12NJ024799",1,462,"yes no 10+","TI but no PI in cohort",19,"1","3",1,"yes no","TI but no PI in cohort",0.19,0.462
"982 000121405397","4","CR12","CR12NJ024799",1,481,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.481
"982 000121405430","4","CR12","CR12NJ024799",0,451,"yes no 10+","TI but no PI in cohort",19,"1","0",0,"yes no","TI but no PI in cohort",0.19,0.451
"982 000121410770","4","CR13","CR13ND020367",1,434,"yes no 10+","PI animal in cohort",21,"0","5",1,"yes no","PI animal in cohort",0.21,0.434
"982 000121411931","7","JL09","JL09NG083136",1,386,"yes no 2-3","no BVDV in cohort",26,"0","0",0,"yes no","no BVDV in cohort",0.26,0.386
"982 000121414221","1","AS04","AS043DTGW036",0,453,"yes no no","TI but no PI in cohort",14,"0","0",0,"yes no","TI but no PI in cohort",0.14,0.453
"982 000121414453","1","AS04","AS043DTGW036",0,454,"yes no no","TI but no PI in cohort",14,"0","0",0,"yes no","TI but no PI in cohort",0.14,0.454
"982 000121472797","2","BC14","BC14QIMW0168",0,438,"no no 10+","no BVDV in cohort",23,"0","0",0,"no no","no BVDV in cohort",0.23,0.438
"982 000121612618","7","JL09","JL09NC632257",0,486,"yes no 2-3","no BVDV in cohort",16,"0","3",1,"yes no","no BVDV in cohort",0.16,0.486
"982 000121619604","7","JL09","JL09NC632257",1,474,"yes no 2-3","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.474
"982 000121644977","8","KW16","KW16QAJD2314",1,436,"yes yes no","no BVDV in cohort",23,"1","0",0,"yes yes","no BVDV in cohort",0.23,0.436
"982 000122096805","4","CR11","CR11NH508167",1,455,"no no 4-9","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.455
"982 000122098814","4","CR11","CR11NH508167",1,468,"no no 4-9","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.468
"982 000122099167","4","CR11","CR11NH508167",1,422,"no no 4-9","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.422
"982 000122638093","8","KW04","KW04QHWM0435",0,388,"yes no no","no BVDV in cohort",13,"0","4",1,"yes no","no BVDV in cohort",0.13,0.388
"982 000122729829","8","KW12","KW12QJJD0200",0,418,"yes no 2-3","no BVDV in cohort",13,"1","4",1,"yes no","no BVDV in cohort",0.13,0.418
"982 000122802375","7","JL13","JL13NK080450",0,490,"yes no 2-3","no BVDV in cohort",23,"0","0",0,"yes no","no BVDV in cohort",0.23,0.49
