"AnimalID","feedlot","cohort","set13","brd50","inductionweight","mix_final","BVDV_PI_origin_FINAL","age_ind_est_m","PV_pre2_final","BVDV1","BVDV_binary","mix_final_v1","BVDV_PI_origin_FINAL_v1","age","weight"
"982 000100190399","14","YB02","YB023SBJL061",1,448,"no no 4-9","PI animals in original group",19,"0","3",1,"no no","PI animal before cohort",0.19,0.448
"982 000100662391","4","CR11","CR11NC023566",0,447,"yes no 4-9","PI animal in cohort",18,"1","5",1,"yes no","PI animal in cohort",0.18,0.447
"982 000100662614","4","CR03","CR03NC023566",1,446,"yes no 4-9","TI but no PI in cohort",29,"1","5",1,"yes no","TI but no PI in cohort",0.29,0.446
"982 000100664223","2","BC01","BC01QFBI0158",1,436,"yes no 4-9","PI animal in group_28",16,"0","4",1,"yes no","PI animal before cohort",0.16,0.436
"982 000100671475","4","CR03","CR03NC023566",1,481,"yes no 4-9","TI but no PI in cohort",29,"1","3",1,"yes no","TI but no PI in cohort",0.29,0.481
"982 000100671846","4","CR11","CR11NC023566",0,470,"yes no 4-9","PI animal in cohort",18,"1","2",1,"yes no","PI animal in cohort",0.18,0.47
"982 000100671963","4","CR03","CR03NC023566",0,489,"yes no 4-9","TI but no PI in cohort",29,"1","4",1,"yes no","TI but no PI in cohort",0.29,0.489
"982 000100691499","4","CR11","CR11NC023566",1,456,"yes no 4-9","PI animal in cohort",18,"1","5",1,"yes no","PI animal in cohort",0.18,0.456
"982 000100691503","4","CR11","CR11NC023566",1,454,"yes no 4-9","PI animal in cohort",18,"1","1",1,"yes no","PI animal in cohort",0.18,0.454
"982 000100691609","4","CR11","CR11NC023566",0,499,"yes no 4-9","PI animal in cohort",18,"1","4",1,"yes no","PI animal in cohort",0.18,0.499
"982 000100724792","4","CR07","CR07NA520905",0,496,"yes no 10+","PI animal in cohort",14,"0","4",1,"yes no","PI animal in cohort",0.14,0.496
"982 000101334669","4","CR17","CR17NA283823",1,463,"yes no 4-9","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.463
"982 000101980286","4","CR09","CR09NJ040924",0,464,"no no 4-9","TI but no PI in cohort",19,"0","0",0,"no no","TI but no PI in cohort",0.19,0.464
"982 000101980672","4","CR09","CR09NJ040924",1,403,"no no 4-9","TI but no PI in cohort",19,"0","0",0,"no no","TI but no PI in cohort",0.19,0.403
"982 000102107637","4","CR09","CR09NJ040924",1,433,"no no 4-9","TI but no PI in cohort",19,"0","0",0,"no no","TI but no PI in cohort",0.19,0.433
"982 000102107731","4","CR09","CR09NJ040924",1,425,"no no 4-9","TI but no PI in cohort",19,"0","0",0,"no no","TI but no PI in cohort",0.19,0.425
"982 000102416555","8","KW03","KW03NI251295",1,472,"no no 2-3","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.472
"982 000102426861","8","KW03","KW03NI251295",0,444,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.444
"982 000102427083","8","KW03","KW03NI251295",1,446,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.446
"982 000102427213","8","KW03","KW03NI251295",0,438,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.438
"982 000102427531","8","KW03","KW03NI251295",1,462,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.462
"982 000102431815","8","KW03","KW03NI251295",0,480,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.48
"982 000102432211","8","KW03","KW03NI251295",0,494,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.494
"982 000102432259","8","KW03","KW03NI251295",0,490,"no no 2-3","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.49
"982 000103149930","2","BC05","BC05QFBI0158",0,460,"yes no 10+","TI but no PI in cohort",9,"0","5",1,"yes no","TI but no PI in cohort",0.09,0.46
"982 000103375442","14","YB02","YB023SBJL061",1,496,"no no 4-9","PI animals in original group",19,"0","4",1,"no no","PI animal before cohort",0.19,0.496
"982 000103375800","14","YB02","YB023SBJL061",1,474,"no no 4-9","PI animals in original group",19,"0","2",1,"no no","PI animal before cohort",0.19,0.474
"982 000103375834","14","YB02","YB023SBJL061",1,478,"no no 4-9","PI animals in original group",19,"0","2",1,"no no","PI animal before cohort",0.19,0.478
"982 000103375968","14","YB02","YB023SBJL061",1,406,"no no 4-9","PI animals in original group",19,"0","2",1,"no no","PI animal before cohort",0.19,0.406
"982 000103375978","14","YB02","YB023SBJL061",1,442,"no no 4-9","PI animals in original group",19,"0","2",1,"no no","PI animal before cohort",0.19,0.442
"982 000103376081","14","YB02","YB023SBJL061",1,486,"no no 4-9","PI animals in original group",19,"0","1",1,"no no","PI animal before cohort",0.19,0.486
"982 000103376167","14","YB02","YB023SBJL061",1,490,"no no 4-9","PI animals in original group",19,"0","3",1,"no no","PI animal before cohort",0.19,0.49
"982 000103376385","14","YB02","YB023SBJL061",1,476,"no no 4-9","PI animals in original group",19,"0","2",1,"no no","PI animal before cohort",0.19,0.476
"982 000103376396","14","YB02","YB023SBJL061",1,446,"no no 4-9","PI animals in original group",19,"0","4",1,"no no","PI animal before cohort",0.19,0.446
"982 000103376398","14","YB02","YB023SBJL061",1,464,"no no 4-9","PI animals in original group",19,"0","3",1,"no no","PI animal before cohort",0.19,0.464
"982 000103440004","9","MG05","MG05QABR0262",0,448,"yes no 4-9","TI but no PI in cohort",27,"0","4",1,"yes no","TI but no PI in cohort",0.27,0.448
"982 000103456910","10","PC07","PC073WARC033",1,455,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.455
"982 000103457071","10","PC07","PC073WARC033",1,437,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.437
"982 000103457150","10","PC07","PC073WARC033",1,419,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.419
"982 000103457190","10","PC07","PC073WARC033",1,431,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.431
"982 000103457276","10","PC07","PC073WARC033",1,440,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.44
"982 000104455452","4","CR05","CR05NK251301",1,463,"yes no 10+","PI animal in cohort",17,"1","4",1,"yes no","PI animal in cohort",0.17,0.463
"982 000105304151","10","PC01","PC01NE402957",1,424,"no no 4-9","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.424
"982 000105804890","4","CR04","CR04NE506617",1,448,"yes no 10+","PI animal in group_28",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.448
"982 000105831002","4","CR05","CR05NK251301",1,457,"yes no 10+","PI animal in cohort",17,"1","5",1,"yes no","PI animal in cohort",0.17,0.457
"982 000106026081","2","BC01","BC01QFBI0158",1,458,"yes no 4-9","PI animal in group_28",16,"0","4",1,"yes no","PI animal before cohort",0.16,0.458
"982 000106026238","2","BC01","BC01QFBI0158",0,444,"yes no 4-9","PI animal in group_28",16,"0","4",1,"yes no","PI animal before cohort",0.16,0.444
"982 000106239150","4","CR21","CR21NE431707",0,446,"yes no 10+","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.446
"982 000106403924","8","KW13","KW13QKTA0504",0,388,"yes no no","no BVDV in cohort",15,"0","5",1,"yes no","no BVDV in cohort",0.15,0.388
"982 000107963382","4","CR06","CR06NK020271",0,474,"yes no 10+","PI animal in cohort",23,"0","1",1,"yes no","PI animal in cohort",0.23,0.474
"982 000109041638","10","PC17","PC173MHFH273",0,452,"yes no 10+","TI but no PI in cohort",16,"0","5",1,"yes no","TI but no PI in cohort",0.16,0.452
"982 000109338262","8","KW03","KW03ND250808",0,448,"yes no 2-3","TI but no PI in cohort",21,"0","1",1,"yes no","TI but no PI in cohort",0.21,0.448
"982 000109372538","4","CR07","CR07ND430235",0,459,"no no 10+","PI animal in cohort",24,"0","5",1,"no no","PI animal in cohort",0.24,0.459
"982 000109411327","4","CR05","CR05NK251301",1,473,"yes no 10+","PI animal in cohort",17,"1","0",0,"yes no","PI animal in cohort",0.17,0.473
"982 000109610196","4","CR12","CR12NK251301",1,452,"yes no 10+","TI but no PI in cohort",19,"0","0",0,"yes no","TI but no PI in cohort",0.19,0.452
"982 000109753245","4","CR09","CR09NF502677",0,484,"yes no 4-9","TI but no PI in cohort",17,"1","3",1,"yes no","TI but no PI in cohort",0.17,0.484
"982 000110449744","7","JL03","JL03NA291903",1,460,"no no 4-9","TI but no PI in cohort",27,"0","4",1,"no no","TI but no PI in cohort",0.27,0.46
"982 000110508845","2","BC03","BC03NH251023",0,484,"yes no 10+","PI animal in cohort",20,"1","4",1,"yes no","PI animal in cohort",0.2,0.484
"982 000110763066","7","JL06","JL06NH460052",1,406,"yes no 2-3","PI animal in cohort",21,"0","1",1,"yes no","PI animal in cohort",0.21,0.406
"982 000110763110","7","JL06","JL06NH460052",1,402,"yes no 2-3","PI animal in cohort",21,"0","4",1,"yes no","PI animal in cohort",0.21,0.402
"982 000110915299","4","CR04","CR04NF506061",0,434,"no no 10+","PI animal in cohort",24,"0","3",1,"no no","PI animal in cohort",0.24,0.434
"982 000110915337","4","CR04","CR04NF506061",1,436,"no no 10+","PI animal in cohort",24,"0","1",1,"no no","PI animal in cohort",0.24,0.436
"982 000110915398","4","CR04","CR04NF506061",1,429,"no no 10+","PI animal in cohort",24,"0","3",1,"no no","PI animal in cohort",0.24,0.429
"982 000110915509","4","CR04","CR04NF506061",1,444,"no no 10+","PI animal in cohort",24,"0","3",1,"no no","PI animal in cohort",0.24,0.444
"982 000110915800","4","CR04","CR04NF506061",1,442,"no no 10+","PI animal in cohort",24,"0","3",1,"no no","PI animal in cohort",0.24,0.442
"982 000110915974","4","CR04","CR04NF506061",1,407,"no no 10+","PI animal in cohort",24,"0","0",0,"no no","PI animal in cohort",0.24,0.407
"982 000110916110","4","CR04","CR04NF506061",1,436,"no no 10+","PI animal in cohort",24,"0","1",1,"no no","PI animal in cohort",0.24,0.436
"982 000111327846","2","BC11","BC11QGST0112",1,424,"yes no 4-9","PI animal in cohort",11,"1","4",1,"yes no","PI animal in cohort",0.11,0.424
"982 000111331804","10","PC02","PC02NJ632081",1,421,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.421
"982 000111331958","10","PC02","PC02NJ632081",1,384,"no no 10+","PI animal in cohort",20,"0","1",1,"no no","PI animal in cohort",0.2,0.384
"982 000111332148","10","PC02","PC02NJ632081",1,409,"no no 10+","PI animal in cohort",20,"0","1",1,"no no","PI animal in cohort",0.2,0.409
"982 000111332225","10","PC02","PC02NJ632081",1,428,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.428
"982 000111332303","10","PC02","PC02NJ632081",1,404,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.404
"982 000111332327","10","PC02","PC02NJ632081",1,435,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.435
"982 000111332344","10","PC02","PC02NJ632081",1,411,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.411
"982 000111332356","10","PC02","PC02NJ632081",1,435,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.435
"982 000111332365","10","PC02","PC02NJ632081",1,412,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.412
"982 000111332420","10","PC02","PC02NJ632081",1,396,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.396
"982 000111332422","10","PC02","PC02NJ632081",1,435,"no no 10+","PI animal in cohort",20,"0","1",1,"no no","PI animal in cohort",0.2,0.435
"982 000111580437","7","JL06","JL06NH460052",0,396,"yes no 2-3","PI animal in cohort",21,"0","4",1,"yes no","PI animal in cohort",0.21,0.396
"982 000111738895","9","MG04","MG04QKBL0030",0,451,"yes no 4-9","PI animal in cohort",19,"0","0",0,"yes no","PI animal in cohort",0.19,0.451
"982 000111744182","2","BC11","BC11QGST0112",1,440,"yes no 4-9","PI animal in cohort",11,"1","5",1,"yes no","PI animal in cohort",0.11,0.44
"982 000112132793","4","CR07","CR07NB380190",0,400,"no no 10+","PI animal in cohort",11,"0","5",1,"no no","PI animal in cohort",0.11,0.4
"982 000112191424","1","AS03","AS03NE272494",1,473,"yes no 10+","TI but no PI in cohort",19,"0","2",1,"yes no","TI but no PI in cohort",0.19,0.473
"982 000112192110","1","AS03","AS03NE272494",1,502,"yes no 10+","TI but no PI in cohort",19,"0","4",1,"yes no","TI but no PI in cohort",0.19,0.502
"982 000112192134","1","AS03","AS03NE272494",1,528,"yes no 10+","TI but no PI in cohort",19,"0","4",1,"yes no","TI but no PI in cohort",0.19,0.528
"982 000112192142","1","AS03","AS03NE272494",1,424,"yes no 10+","TI but no PI in cohort",19,"0","3",1,"yes no","TI but no PI in cohort",0.19,0.424
"982 000112622054","4","CR07","CR07NB380190",0,443,"no no 10+","PI animal in cohort",11,"0","3",1,"no no","PI animal in cohort",0.11,0.443
"982 000112943790","4","CR07","CR07ND430235",0,380,"no no 10+","PI animal in cohort",24,"0","5",1,"no no","PI animal in cohort",0.24,0.38
"982 000112944076","4","CR07","CR07ND430235",0,453,"no no 10+","PI animal in cohort",24,"0","4",1,"no no","PI animal in cohort",0.24,0.453
"982 000112944225","4","CR05","CR05ND430235",0,417,"yes no 10+","PI animal in cohort",19,"0","4",1,"yes no","PI animal in cohort",0.19,0.417
"982 000112944357","4","CR07","CR07ND430235",0,420,"no no 10+","PI animal in cohort",24,"0","4",1,"no no","PI animal in cohort",0.24,0.42
"982 000113109213","7","JL03","JL03ND290922",0,462,"no no 4-9","TI but no PI in cohort",16,"0","0",0,"no no","TI but no PI in cohort",0.16,0.462
"982 000113299017","14","YB02","YB023SBLH045",1,444,"yes no 4-9","PI animal in cohort",24,"0","0",0,"yes no","PI animal in cohort",0.24,0.444
"982 000113299040","14","YB02","YB023SBLH045",0,480,"yes no 4-9","PI animal in cohort",24,"0","4",1,"yes no","PI animal in cohort",0.24,0.48
"982 000113299151","14","YB02","YB023SBLH045",1,450,"yes no 4-9","PI animal in cohort",24,"0","0",0,"yes no","PI animal in cohort",0.24,0.45
"982 000113589225","14","YB06","YB06SA162317",0,386,"yes no 4-9","PI animal in group_28",18,"0","4",1,"yes no","PI animal before cohort",0.18,0.386
"982 000113736561","8","KW05","KW05QGWM0118",0,352,"yes no no","TI but no PI in cohort",15,"0","0",0,"yes no","TI but no PI in cohort",0.15,0.352
"982 000113908039","14","YB05","YB053GLES010",0,478,"yes no 2-3","PI animal in cohort",17,"0","5",1,"yes no","PI animal in cohort",0.17,0.478
"982 000114385267","14","YB06","YB06SA162317",0,408,"yes no 4-9","PI animal in group_28",18,"0","4",1,"yes no","PI animal before cohort",0.18,0.408
"982 000115080671","4","CR09","CR09NF502677",0,438,"yes no 4-9","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.438
"982 000115208323","7","JL02","JL02NB230010",0,396,"yes no 10+","PI animal in cohort",25,"1","4",1,"yes no","PI animal in cohort",0.25,0.396
"982 000115300696","4","CR09","CR09NF502677",0,412,"yes no 4-9","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.412
"982 000115388887","8","KW16","KW16QAJD2314",0,482,"yes yes no","no BVDV in cohort",23,"1","4",1,"yes yes","no BVDV in cohort",0.23,0.482
"982 000115529029","7","JL13","JL13NK080450",1,466,"yes no 2-3","no BVDV in cohort",23,"0","5",1,"yes no","no BVDV in cohort",0.23,0.466
"982 000115529341","7","JL13","JL13NK080450",0,464,"yes no 2-3","no BVDV in cohort",23,"0","4",1,"yes no","no BVDV in cohort",0.23,0.464
"982 000115641209","9","MG05","MG05QABR0262",0,409,"yes no 4-9","TI but no PI in cohort",27,"0","1",1,"yes no","TI but no PI in cohort",0.27,0.409
"982 000115965821","4","CR05","CR05NK251301",0,475,"yes no 10+","PI animal in cohort",17,"1","4",1,"yes no","PI animal in cohort",0.17,0.475
"982 000116619714","8","KW12","KW12QJJD0200",1,414,"yes no 2-3","no BVDV in cohort",13,"1","3",1,"yes no","no BVDV in cohort",0.13,0.414
"982 000116794367","9","MG05","MG05QKBL0030",0,417,"yes no 4-9","TI but no PI in cohort",19,"0","4",1,"yes no","TI but no PI in cohort",0.19,0.417
"982 000117232242","7","JL03","JL03NJ170091",1,444,"no no 4-9","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.444
"982 000117232348","7","JL03","JL03NJ170091",1,446,"no no 4-9","TI but no PI in cohort",18,"0","2",1,"no no","TI but no PI in cohort",0.18,0.446
"982 000117232349","7","JL03","JL03NJ170091",1,460,"no no 4-9","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.46
"982 000117232432","7","JL03","JL03NJ170091",0,456,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.456
"982 000117232438","7","JL03","JL03NJ170091",1,416,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.416
"982 000117232461","7","JL03","JL03NJ170091",1,462,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.462
"982 000117232467","7","JL03","JL03NJ170091",1,464,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.464
"982 000117232513","7","JL03","JL03NJ170091",0,484,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.484
"982 000117232526","7","JL03","JL03NJ170091",1,476,"no no 4-9","TI but no PI in cohort",18,"0","2",1,"no no","TI but no PI in cohort",0.18,0.476
"982 000117232568","7","JL03","JL03NJ170091",0,446,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.446
"982 000117232574","7","JL03","JL03NJ170091",1,466,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.466
"982 000117232634","7","JL03","JL03NJ170091",1,478,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.478
"982 000117232699","7","JL03","JL03NJ170091",1,460,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.46
"982 000117232981","7","JL03","JL03NJ170091",1,438,"no no 4-9","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.438
"982 000117592436","10","PC03","PC033YRKW002",1,380,"no no 10+","PI animals in original group",22,"0","0",0,"no no","PI animal before cohort",0.22,0.38
"982 000117592791","10","PC03","PC033YRKW002",1,380,"no no 10+","PI animals in original group",22,"0","5",1,"no no","PI animal before cohort",0.22,0.38
"982 000117653056","2","BC03","BC03NI020876",0,496,"yes no 10+","PI animal in group_28",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.496
"982 000117666272","10","PC05","PC053TWJR019",0,460,"yes no 10+","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.46
"982 000117666407","10","PC05","PC053TWJR019",1,476,"yes no 10+","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.476
"982 000117733422","10","PC01","PC01NE402957",1,405,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.405
"982 000117733433","10","PC01","PC01NE402957",1,394,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.394
"982 000117733434","10","PC01","PC01NE402957",0,416,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.416
"982 000117733568","10","PC01","PC01NE402957",1,403,"no no 4-9","PI animal in cohort",15,"0","1",1,"no no","PI animal in cohort",0.15,0.403
"982 000117733581","10","PC01","PC01NE402957",1,402,"no no 4-9","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.402
"982 000117733607","10","PC01","PC01NE402957",1,417,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.417
"982 000117733656","10","PC01","PC01NE402957",1,406,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.406
"982 000117733688","10","PC01","PC01NE402957",1,453,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.453
"982 000117733698","10","PC01","PC01NE402957",1,427,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.427
"982 000117733736","10","PC01","PC01NE402957",1,394,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.394
"982 000117733774","10","PC01","PC01NE402957",1,403,"no no 4-9","PI animal in cohort",15,"0","2",1,"no no","PI animal in cohort",0.15,0.403
"982 000117733791","10","PC01","PC01NE402957",1,400,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.4
"982 000117733801","10","PC01","PC01NE402957",0,408,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.408
"982 000117733820","10","PC01","PC01NE402957",1,404,"no no 4-9","PI animal in cohort",15,"0","3",1,"no no","PI animal in cohort",0.15,0.404
"982 000117733835","10","PC01","PC01NE402957",1,413,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.413
"982 000117733875","10","PC01","PC01NE402957",1,409,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.409
"982 000117733890","10","PC01","PC01NE402957",1,421,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.421
"982 000117733902","10","PC01","PC01NE402957",1,418,"no no 4-9","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.418
"982 000117733925","10","PC01","PC01NE402957",1,402,"no no 4-9","PI animal in cohort",15,"0","1",1,"no no","PI animal in cohort",0.15,0.402
"982 000117733956","10","PC01","PC01NE402957",1,402,"no no 4-9","PI animal in cohort",15,"0","1",1,"no no","PI animal in cohort",0.15,0.402
"982 000117733973","10","PC01","PC01NE402957",1,426,"no no 4-9","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.426
"982 000117734005","10","PC01","PC01NE402957",1,392,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.392
"982 000117734080","10","PC01","PC01NE402957",1,434,"no no 4-9","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.434
"982 000117734109","10","PC01","PC01NE402957",0,394,"no no 4-9","PI animal in cohort",15,"0","1",1,"no no","PI animal in cohort",0.15,0.394
"982 000117734111","10","PC01","PC01NE402957",0,400,"no no 4-9","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.4
"982 000117734157","10","PC01","PC01NE402957",0,437,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.437
"982 000117734160","10","PC01","PC01NE402957",1,405,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.405
"982 000117734190","10","PC01","PC01NE402957",1,424,"no no 4-9","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.424
"982 000117734193","10","PC01","PC01NE402957",1,422,"no no 4-9","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.422
"982 000117734194","10","PC01","PC01NE402957",1,402,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.402
"982 000117734196","10","PC01","PC01NE402957",1,403,"no no 4-9","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.403
"982 000117734244","10","PC01","PC01NE402957",0,406,"no no 4-9","PI animal in cohort",15,"0","1",1,"no no","PI animal in cohort",0.15,0.406
"982 000117842449","4","CR05","CR05NK251301",1,470,"yes no 10+","PI animal in cohort",17,"1","0",0,"yes no","PI animal in cohort",0.17,0.47
"982 000118181604","13","WN05","WN05QKPD0056",0,476,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.476
"982 000118184334","13","WN05","WN05QKPD0056",0,492,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.492
"982 000118251483","10","PC05","PC053TWJR019",1,472,"yes no 10+","PI animal in cohort",16,"0","1",1,"yes no","PI animal in cohort",0.16,0.472
"982 000118251700","10","PC05","PC053TWJR019",1,461,"yes no 10+","PI animal in cohort",16,"0","0",0,"yes no","PI animal in cohort",0.16,0.461
"982 000118252045","10","PC05","PC053TWJR019",1,457,"yes no 10+","PI animal in cohort",16,"0","0",0,"yes no","PI animal in cohort",0.16,0.457
"982 000118319420","4","CR12","CR12NE022276",0,471,"no no 10+","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.471
"982 000118319978","4","CR12","CR12NE022276",1,479,"no no 10+","TI but no PI in cohort",18,"0","5",1,"no no","TI but no PI in cohort",0.18,0.479
"982 000118334911","4","CR12","CR12NE022276",1,437,"no no 10+","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.437
"982 000118335000","4","CR12","CR12NE022276",1,474,"no no 10+","TI but no PI in cohort",18,"0","3",1,"no no","TI but no PI in cohort",0.18,0.474
"982 000118479554","10","PC02","PC02NJ632081",1,432,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.432
"982 000118479606","10","PC02","PC02NJ632081",1,427,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.427
"982 000118479707","10","PC02","PC02NJ632081",1,380,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.38
"982 000118479833","10","PC02","PC02NJ632081",1,412,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.412
"982 000118479911","10","PC02","PC02NJ632081",1,426,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.426
"982 000118479926","10","PC02","PC02NJ632081",1,420,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.42
"982 000118480058","10","PC02","PC02NJ632081",1,402,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.402
"982 000118480077","10","PC02","PC02NJ632081",1,438,"no no 10+","PI animal in cohort",20,"0","1",1,"no no","PI animal in cohort",0.2,0.438
"982 000118480105","10","PC02","PC02NJ632081",1,424,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.424
"982 000118480183","10","PC02","PC02NJ632081",1,432,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.432
"982 000118531647","4","CR05","CR05NK251301",0,453,"yes no 10+","PI animal in cohort",17,"1","4",1,"yes no","PI animal in cohort",0.17,0.453
"982 000118628835","2","BC13","BC13QKPA0041",1,432,"yes no 4-9","PI animal in group_28",24,"0","5",1,"yes no","PI animal before cohort",0.24,0.432
"982 000118855420","14","YB05","YB053GLES010",0,490,"yes no 2-3","PI animal in cohort",17,"0","5",1,"yes no","PI animal in cohort",0.17,0.49
"982 000118892568","4","CR06","CR06NK020271",1,495,"yes no 10+","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.495
